mul_name,untrained_acc,net,dataset,concat,classify,single-sided,zero-error,mue_ED0,var_ED0,mue_ED,NMED,var_ED,mue_RED,var_RED,mue_ARED,var_ARED,RMS_ED,RMS_RED,ER,WCE,WCRE
ReFAM_new_sta1_j1_k6,0.5041000247001648,resnet18,mnist,resnet18mnist,2,NO,NO,13.4375,1170.433594,17.121094,0.000263,1057.868149,0.003444,0.000257,0.003444,0.000257,36.755952,0.016404,0.368164,186.0,0.421769
ReFAM_sta2_j7_k2_const1,0.10000000149011612,vgg16,cifar,vgg16cifar,2,NO,YES,72.0,71584.0,220.726563,0.003394,28047.784607,10000.0,20000.0,10000.0,20000.0,277.070388,10000.0,0.900024,896.0,4480000000.0
ReFAM_new1_sta4_j1_k2,0.10000000149011612,resnet18,cifar,resnet18cifar,2,NO,YES,1000.0,84058.0,1092.0,0.5,89872.0,10000.0,20000.0,10000.0,20000.0,3000.0,10000.0,0.999969,5000.0,655340000000.0
mul8_336,0.1290999948978424,vgg16,cifar,vgg16cifar,2,NO,NO,48.677734,84058.0,328.499634,0.005052,89872.0,0.063263,0.019075,0.063263,0.019075,446.846013,0.151911,0.96843,1264.0,8.0
ReFAM_new2_sta1_j4_k1,0.8276000022888184,resnet18,mnist,resnet18mnist,2,NO,NO,4.5,275.75,9.0,0.000138,215.0,0.003731,0.001474,0.003731,0.001474,17.204651,0.038571,0.320313,48.0,2.0
ReFAM_new1_sta4_j6_k2,0.10100000351667404,vgg16,mnist,vgg16mnist,2,NO,YES,1000.0,84058.0,1092.0,0.5,89872.0,10000.0,20000.0,10000.0,20000.0,3000.0,10000.0,0.999969,5000.0,655340000000.0
ReFAM_new_sta3_j2_k3,0.9175999760627747,resnet18,cifar,resnet18cifar,0,NO,NO,0.40625,34.084961,2.484375,3.8e-05,28.077881,0.000847,6.9e-05,0.000847,6.9e-05,5.85235,0.008364,0.207031,20.0,0.444444
mul8_188,0.11349999904632568,resnet34,mnist,resnet34mnist,2,NO,NO,204.46875,47250.170898,230.709229,0.003548,35830.892503,0.053225,0.01986,0.053225,0.01986,298.425268,0.150642,0.978333,1304.0,4.333333
ReFAM_new2_sta2_j5_k3,0.978600025177002,vgg16,mnist,vgg16mnist,0,NO,NO,56.0,23344.0,109.875,0.00169,14407.484375,0.043046,0.035339,0.043046,0.035339,162.726765,0.192853,0.668091,480.0,2.0
ReFAM_sta3_j6_k4_const1,0.10000000149011612,resnet34,cifar,resnet34cifar,2,NO,YES,80.3125,84058.0,408.787109,0.006287,89153.099209,10000.0,20000.0,10000.0,20000.0,506.221295,10000.0,0.974457,1920.0,9920000000.0
ReFAM_new_sta2_j4_k3,0.26980000734329224,resnet34,cifar,resnet34cifar,2,NO,NO,8.3125,1310.902344,23.3125,0.000359,836.527344,0.004363,0.000184,0.004363,0.000184,37.148351,0.014249,0.514771,120.0,0.311111
ReFAM_new1_sta2_j6_k1,0.10000000149011612,resnet34,cifar,resnet34cifar,2,NO,YES,44.5,5331.75,55.4375,0.000853,4238.683594,10000.0,20000.0,10000.0,20000.0,85.510233,10000.0,0.499023,192.0,1920000000.0
ReFAM_new2_sta1_j1_k6,0.08959999680519104,resnet34,mnist,resnet34mnist,2,NO,NO,24.5,5664.75,46.417969,0.000714,4110.372177,0.014515,0.009672,0.014515,0.009672,79.151753,0.099413,0.580078,254.0,2.0
ReFAM_new2_sta3_j1_k4,0.010200000368058681,resnet34,cifar100,resnet34cifar100,2,NO,NO,22.75,377.4375,22.867188,0.000352,372.091736,0.013555,0.008763,0.013555,0.008763,29.916551,0.094588,0.890625,62.0,2.0
ReFAM_new1_sta2_j4_k4,0.10090000182390213,resnet34,mnist,resnet34mnist,2,NO,YES,94.75,26270.4375,134.445313,0.002068,17172.457947,10000.0,20000.0,10000.0,20000.0,187.744507,10000.0,0.834656,496.0,4960000000.0
ReFAM_sta1_j3_k7_const0,0.11349999904632568,resnet18,mnist,resnet18mnist,2,YES,NO,765.0,84058.0,765.0,0.011765,89872.0,0.108173,0.033194,0.108173,0.033194,947.971519,0.211886,0.936035,3060.0,1.0
mul8_460,0.9879999756813049,vgg16,mnist,vgg16mnist,0,NO,NO,15.996094,531.761703,19.203613,0.000295,418.857956,0.007055,0.00124,0.007055,0.00124,28.064866,0.03592,0.830811,121.0,1.0
ReFAM_sta1_j2_k1_const0,0.826200008392334,resnet18,cifar,resnet18cifar,2,YES,NO,4.0,14.5,4.0,6.2e-05,14.5,0.002083,0.00034,0.002083,0.00034,5.522681,0.01856,0.671875,16.0,1.0
ReFAM_new2_sta3_j4_k2,0.10000000149011612,resnet34,cifar,resnet34cifar,2,NO,NO,37.375,1513.109375,37.84375,0.000582,1477.850586,0.021768,0.015355,0.021768,0.015355,53.944416,0.125814,0.660645,112.0,2.0
mul8_428,0.10279999673366547,resnet34,cifar,resnet34cifar,2,NO,NO,91.914063,9747.023865,101.249023,0.001557,7943.854003,0.028827,0.008685,0.028827,0.008685,134.889654,0.097552,0.958252,673.0,1.666667
mul8_468,0.11349999904632568,resnet18,mnist,resnet18mnist,2,NO,NO,66.0,5520.875,70.203613,0.00108,4948.327682,0.019543,0.005644,0.019543,0.005644,99.382468,0.077626,0.942871,484.0,7.0
mul8_282,0.9891999959945679,vgg16,mnist,vgg16mnist,0,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mul8_454,0.10000000149011612,resnet18,cifar,resnet18cifar,2,NO,NO,151.125977,20165.966552,157.824463,0.002427,18096.466257,0.041826,0.015114,0.041826,0.015114,207.376535,0.129858,0.974823,754.0,7.999999
mul8_309,0.01080000028014183,resnet34,cifar100,resnet34cifar100,2,NO,NO,75.924805,14767.572471,106.792877,0.001642,9127.429817,0.032717,0.01141,0.032717,0.01141,143.290434,0.111717,0.96492,734.0,1.0
mul8_280,0.11320000141859055,resnet34,cifar,resnet34cifar,2,NO,NO,498.125,84058.0,558.926575,0.008596,89872.0,0.099124,0.037311,0.099124,0.037311,711.488185,0.21711,0.987656,2929.0,6.0
ReFAM_new2_sta2_j4_k4,0.9855999946594238,vgg16,mnist,vgg16mnist,0,NO,NO,61.25,23600.4375,114.03125,0.001754,14348.874023,0.045829,0.038981,0.045829,0.038981,165.384401,0.202685,0.759827,496.0,2.0
ReFAM_new2_sta2_j2_k1,0.7175999879837036,resnet18,cifar,resnet18cifar,2,YES,NO,5.0,21.0,5.0,7.7e-05,21.0,0.003063,0.001136,0.003063,0.001136,6.78233,0.033842,0.625,12.0,2.0
ReFAM_new2_sta1_j1_k7,0.120899997651577,resnet34,mnist,resnet34mnist,2,NO,NO,48.5,22808.75,93.083984,0.001432,16496.371853,0.022509,0.01734,0.022509,0.01734,158.622193,0.133591,0.589844,510.0,2.0
mul8_318,0.9915000200271606,resnet18,mnist,resnet18mnist,0,YES,NO,0.25,63.9375,0.25,4e-06,63.9375,6.3e-05,1.8e-05,6.3e-05,1.8e-05,8.0,0.004226,0.000977,256.0,0.499025
mul8_455,0.9236000180244446,resnet18,cifar,resnet18cifar,0,NO,NO,0.238281,0.191269,0.248047,4e-06,0.18652,0.000177,2.3e-05,0.000177,2.3e-05,0.498043,0.004811,0.248047,1.0,1.0
mul8_377,0.11349999904632568,resnet18,mnist,resnet18mnist,2,NO,NO,190.960938,57556.635193,219.987335,0.003383,45628.287193,0.049709,0.017955,0.049709,0.017955,306.631236,0.142921,0.978912,1463.0,1.0625
mul8_017,0.10840000212192535,resnet34,mnist,resnet34mnist,2,NO,NO,139.210938,84058.0,618.338623,0.009509,89872.0,0.099586,0.033444,0.099586,0.033444,815.983501,0.208235,0.989853,2815.0,7.0
ReFAM_new_sta3_j3_k6,0.4855000078678131,vgg16,mnist,vgg16mnist,2,NO,NO,83.6875,21828.402344,117.46875,0.001807,15033.092773,0.02049,0.002556,0.02049,0.002556,169.799882,0.054547,0.676788,692.0,0.476052
ReFAM_new_sta3_j1_k4,0.9912999868392944,resnet34,mnist,resnet34mnist,0,NO,NO,0.40625,34.084961,2.484375,3.8e-05,28.077881,0.000847,6.9e-05,0.000847,6.9e-05,5.85235,0.008364,0.207031,20.0,0.444444
mul8_045,0.11699999868869781,resnet18,cifar,resnet18cifar,2,NO,NO,87.125,36346.171875,161.366028,0.002482,17897.942562,0.046428,0.0168,0.046428,0.0168,209.611396,0.137678,0.982803,1033.0,2.0
mul8_207,0.19670000672340393,vgg16,mnist,vgg16mnist,2,NO,NO,35.148438,84058.0,575.913605,0.008857,89872.0,0.081457,0.021697,0.081457,0.021697,801.918844,0.168322,0.990616,2886.0,7.0
mul8_402,0.11349999904632568,resnet34,mnist,resnet34mnist,2,NO,NO,65.773438,6540.831482,75.049805,0.001154,5234.503379,0.021398,0.005545,0.021398,0.005545,104.244792,0.077478,0.950531,529.0,2.0
mul8_196,0.011699999682605267,resnet34,cifar100,resnet34cifar100,2,NO,NO,23.28125,1144.264648,28.765381,0.000442,858.834114,0.010168,0.002519,0.010168,0.002519,41.064355,0.051212,0.91272,226.0,2.0
ReFAM_new_sta3_j2_k7,0.10760000348091125,resnet34,cifar,resnet34cifar,2,NO,NO,83.6875,21828.402344,117.46875,0.001807,15033.092773,0.02049,0.002556,0.02049,0.002556,169.799882,0.054547,0.676788,692.0,0.476052
ReFAM_sta4_j4_k5_const1,0.10000000149011612,resnet34,cifar,resnet34cifar,2,NO,YES,123.71875,34157.170898,181.49585,0.002791,16522.756575,10000.0,20000.0,10000.0,20000.0,222.403912,10000.0,0.985657,648.0,5040000000.0
ReFAM_new2_sta3_j3_k1,0.7034000158309937,vgg16,cifar,vgg16cifar,0,YES,NO,9.5,87.75,9.5,0.000146,87.75,0.00566,0.002527,0.00566,0.002527,13.341664,0.050588,0.59375,24.0,2.0
ReFAM_new1_sta3_j1_k5,0.10000000149011612,resnet18,cifar,resnet18cifar,2,NO,YES,48.625,1380.109375,49.039063,0.000754,1339.670349,10000.0,20000.0,10000.0,20000.0,61.19232,10000.0,0.986328,126.0,1260000000.0
ReFAM_sta1_j5_k3_const1,0.10000000149011612,vgg16,cifar,vgg16cifar,2,NO,YES,60.0,22288.0,134.75,0.002072,7730.4375,10000.0,20000.0,10000.0,20000.0,160.897483,10000.0,0.947266,480.0,2400000000.0
ReFAM_new1_sta2_j4_k5,0.10000000149011612,vgg16,cifar,vgg16cifar,2,NO,YES,191.75,84058.0,268.908203,0.004135,70352.378292,10000.0,20000.0,10000.0,20000.0,377.708883,10000.0,0.875153,1008.0,10080000000.0
ReFAM_new_sta1_j1_k4,0.9226999878883362,resnet34,cifar,resnet34cifar,0,NO,NO,2.9375,67.371094,3.921875,6e-05,60.618896,0.001134,6e-05,0.001134,6e-05,8.717798,0.007858,0.292969,42.0,0.4
mul8_438,0.10339999943971634,resnet18,cifar,resnet18cifar,2,NO,NO,91.890625,12105.238037,103.936584,0.001598,9746.311408,0.030302,0.010906,0.030302,0.010906,143.34966,0.108738,0.962952,582.0,5.0
ReFAM_sta3_j7_k3_const0,0.10100000351667404,vgg16,mnist,vgg16mnist,2,YES,NO,1000.0,84058.0,1044.9375,0.01607,89872.0,0.191979,0.06722,0.191979,0.06722,1155.743916,0.322609,0.984222,2880.0,1.0
mul8_135,0.11349999904632568,resnet18,mnist,resnet18mnist,2,NO,NO,118.375,21006.484375,145.595123,0.002239,13821.185074,10000.0,20000.0,10000.0,20000.0,187.133976,10000.0,0.97818,673.0,30000000.0
mul8_397,0.10459999740123749,resnet18,cifar,resnet18cifar,2,NO,NO,81.28125,12853.327148,97.567963,0.0015,9940.461415,0.028589,0.010491,0.028589,0.010491,139.498992,0.106341,0.961807,593.0,5.0
mul8_158,0.11349999904632568,resnet34,mnist,resnet34mnist,2,NO,NO,110.125,42997.546875,178.966309,0.002752,23096.122888,0.0491,0.017898,0.0491,0.017898,234.787271,0.14251,0.984467,1210.0,2.0
ReFAM_sta4_j7_k3_const0,0.10279999673366547,resnet34,cifar,resnet34cifar,2,YES,NO,791.75,84058.0,791.75,0.012176,89872.0,0.165341,0.063013,0.165341,0.063013,879.85226,0.300583,0.983917,2496.0,1.0
ReFAM_sta1_j7_k3_const1,0.10000000149011612,resnet18,cifar,resnet18cifar,2,NO,YES,240.0,84058.0,498.65625,0.007669,89872.0,10000.0,20000.0,10000.0,20000.0,592.216177,10000.0,0.955811,1920.0,9600000000.0
ReFAM_sta4_j5_k5_const1,0.10000000149011612,resnet18,cifar,resnet18cifar,2,NO,YES,187.25,84058.0,350.223145,0.005386,62353.749035,10000.0,20000.0,10000.0,20000.0,430.127888,10000.0,0.985168,1536.0,10080000000.0
mul8_000,0.10480000078678131,resnet34,mnist,resnet34mnist,2,NO,NO,22.0,27036.0,98.5271,0.001515,17812.410643,0.019879,0.005638,0.019879,0.005638,165.891531,0.077675,0.864899,820.0,5.6
mul8_098,0.9549999833106995,resnet18,mnist,resnet18mnist,1,NO,NO,4.125,28.484375,4.609375,7.1e-05,24.253662,0.002179,0.000419,0.002179,0.000419,6.745369,0.020595,0.568359,20.0,2.0
ReFAM_new2_sta2_j5_k3,0.10459999740123749,resnet34,cifar,resnet34cifar,2,NO,NO,56.0,23344.0,109.875,0.00169,14407.484375,0.043046,0.035339,0.043046,0.035339,162.726765,0.192853,0.668091,480.0,2.0
ReFAM_new_sta3_j6_k2,0.28119999170303345,vgg16,cifar,vgg16cifar,2,NO,NO,27.09375,4549.678711,46.253906,0.000711,3144.326157,0.009508,0.001051,0.009508,0.001051,72.689408,0.03378,0.507965,288.0,0.473373
ReFAM_new_sta1_j2_k5,0.34549999237060547,resnet34,mnist,resnet34mnist,2,NO,NO,13.4375,1170.433594,17.121094,0.000263,1057.868149,0.003444,0.000257,0.003444,0.000257,36.755952,0.016404,0.368164,186.0,0.421769
ReFAM_sta1_j6_k2_const1,0.09989999979734421,resnet18,cifar,resnet18cifar,2,NO,YES,56.0,20544.0,128.0,0.001968,7296.0,10000.0,20000.0,10000.0,20000.0,153.883072,10000.0,0.894531,448.0,2240000000.0
mul8_237,0.10000000149011612,vgg16,cifar,vgg16cifar,2,NO,NO,92.0,11000.375,106.015869,0.00163,8225.01049,0.031651,0.010061,0.031651,0.010061,139.514784,0.105179,0.962402,609.0,1.666667
ReFAM_new2_sta3_j3_k3,0.10050000250339508,resnet34,cifar,resnet34cifar,2,NO,NO,40.625,1531.609375,41.09375,0.000632,1493.303711,0.02375,0.01778,0.02375,0.01778,56.409219,0.135441,0.787598,120.0,2.0
mul8_030,0.9801999926567078,vgg16,mnist,vgg16mnist,0,NO,NO,27.0625,2306.433594,40.557373,0.000624,1393.911992,0.014702,0.004013,0.014702,0.004013,55.125425,0.065028,0.924927,268.0,1.5
ReFAM_sta3_j1_k8_const1,0.10090000182390213,resnet34,mnist,resnet34mnist,2,NO,YES,33.3125,62756.152344,204.302521,0.003142,22126.355014,10000.0,20000.0,10000.0,20000.0,252.716986,10000.0,0.999283,903.0,5110000000.0
mul8_147,0.008500000461935997,resnet34,cifar100,resnet34cifar100,2,NO,NO,56.148438,84058.0,576.026978,0.008859,89872.0,0.081283,0.021278,0.081283,0.021278,797.52272,0.166989,0.990646,2882.0,3.125
ReFAM_sta4_j5_k5_const0,0.10029999911785126,resnet34,cifar,resnet34cifar,2,YES,NO,820.75,84058.0,820.75,0.012622,89872.0,0.178151,0.07369,0.178151,0.07369,907.511983,0.324697,0.989456,2544.0,1.0
ReFAM_new_sta1_j2_k6,0.11479999870061874,resnet18,mnist,resnet18mnist,2,NO,NO,27.4375,4734.183594,34.720703,0.000534,4281.472775,0.005475,0.00048,0.005475,0.00048,74.074287,0.022573,0.39502,378.0,0.425197
mul8_060,0.9836999773979187,resnet34,mnist,resnet34mnist,0,NO,NO,2.953125,61.779053,4.109375,6.3e-05,53.613037,0.001592,0.000178,0.001592,0.000178,8.396428,0.013442,0.43457,40.0,1.0
mul8_108,0.6272000074386597,vgg16,cifar,vgg16cifar,2,NO,NO,12.390625,1564.503662,29.06958,0.000447,872.990764,0.010942,0.003028,0.010942,0.003028,41.449141,0.056101,0.91272,268.0,1.5
ReFAM_sta2_j6_k3_const0,0.11320000141859055,resnet34,cifar,resnet34cifar,2,YES,NO,548.0,74536.0,548.0,0.008428,74536.0,0.115695,0.037052,0.115695,0.037052,612.241782,0.224582,0.982529,1408.0,1.0
mul8_352,0.09359999746084213,resnet18,cifar,resnet18cifar,2,NO,NO,319.725586,78400.38124,331.859467,0.005104,70494.126002,0.065254,0.022739,0.065254,0.022739,424.999802,0.164308,0.982513,1766.0,1.666667
ReFAM_sta3_j1_k5_const1,0.1316000074148178,resnet18,cifar,resnet18cifar,2,NO,YES,15.625,757.859375,26.082031,0.000401,321.727646,10000.0,20000.0,10000.0,20000.0,31.654384,10000.0,0.992188,82.0,630000000.0
mul8_408,0.11590000241994858,vgg16,mnist,vgg16mnist,2,NO,NO,56.398438,84058.0,575.824554,0.008855,89872.0,0.08124,0.021102,0.08124,0.021102,797.194529,0.16644,0.990601,2882.0,3.0
ReFAM_new1_sta2_j2_k3,0.10769999772310257,resnet18,cifar,resnet18cifar,2,YES,YES,25.0,381.0,25.0,0.000384,381.0,10000.0,20000.0,10000.0,20000.0,31.717503,10000.0,0.90625,60.0,600000000.0
mul8_368,0.12479999661445618,resnet34,cifar,resnet34cifar,2,NO,NO,4.171875,780.189209,21.020508,0.000323,355.732001,0.008142,0.002401,0.008142,0.002401,28.241702,0.049676,0.778564,108.0,2.0
mul8_329,0.010200000368058681,resnet34,cifar100,resnet34cifar100,2,NO,NO,107.75,27722.4375,155.601929,0.002393,15120.539781,0.046424,0.018304,0.046424,0.018304,198.324229,0.143036,0.977936,871.0,1.0
ReFAM_sta4_j7_k2_const1,0.10000000149011612,vgg16,cifar,vgg16cifar,2,NO,YES,100.71875,32857.733398,167.941406,0.002583,14797.684067,10000.0,20000.0,10000.0,20000.0,207.369236,10000.0,0.877823,640.0,4480000000.0
ReFAM_new2_sta4_j1_k6,0.008999999612569809,resnet34,cifar100,resnet34cifar100,2,NO,NO,1000.0,84058.0,1092.0,0.227566,89872.0,1.106934,0.569503,1.106934,0.569503,3000.0,1.339704,0.992203,5000.0,2.0
mul8_228,0.12700000405311584,resnet18,mnist,resnet18mnist,2,NO,NO,20.359375,1473.9021,31.532593,0.000485,894.101843,0.012413,0.003492,0.012413,0.003492,43.455797,0.060381,0.912811,268.0,1.5
mul8_246,0.10100000351667404,vgg16,mnist,vgg16mnist,2,NO,NO,251.521484,52210.771999,266.253784,0.004095,44582.751512,0.057041,0.021294,0.057041,0.021294,339.814404,0.156677,0.982849,1540.0,4.5
mul8_398,0.8206999897956848,resnet18,mnist,resnet18mnist,2,NO,NO,5.546875,2930.232178,6.763672,0.000104,2915.252743,0.001802,0.000514,0.001802,0.000514,54.415071,0.02274,0.127625,1056.0,1.32987
mul8_209,0.09989999979734421,resnet18,cifar,resnet18cifar,2,NO,NO,129.25,17366.0625,134.128998,0.002063,16081.036948,0.032812,0.009209,0.032812,0.009209,184.585008,0.101421,0.958832,757.0,1.0
mul8_486,0.10000000149011612,vgg16,cifar,vgg16cifar,2,NO,NO,210.365234,73935.255276,256.135742,0.003939,52583.268683,0.057055,0.022068,0.057055,0.022068,343.785961,0.159133,0.982178,1648.0,1.25
mul8_092,0.025299999862909317,resnet34,cifar100,resnet34cifar100,2,NO,NO,16.203125,968.411865,23.482422,0.000361,679.528988,0.008462,0.001956,0.008462,0.001956,35.084942,0.045032,0.905518,226.0,1.0
ReFAM_sta3_j2_k5_const0,0.11349999904632568,resnet18,mnist,resnet18mnist,2,YES,NO,108.0,3251.5,108.0,0.001661,3251.5,0.038613,0.014384,0.038613,0.014384,122.12903,0.125996,0.964722,304.0,1.0
ReFAM_new_sta1_j6_k1,0.2888999879360199,resnet18,cifar,resnet18cifar,2,NO,NO,8.5,839.75,13.0,0.0002,743.0,0.0022,0.000133,0.0022,0.000133,30.199338,0.011723,0.226563,128.0,0.326531
mul8_478,0.01119999960064888,resnet34,cifar100,resnet34cifar100,2,NO,NO,144.241211,21088.633712,160.062653,0.002462,16274.107891,0.040063,0.014002,0.040063,0.014002,204.680631,0.124926,0.976807,1033.0,1.0
mul8_419,0.1039000004529953,resnet18,cifar,resnet18cifar,2,NO,NO,85.0,9073.875,93.819397,0.001443,7496.795752,0.027087,0.008261,0.027087,0.008261,127.667047,0.094842,0.952148,673.0,1.0
ReFAM_new_sta2_j4_k2,0.7071999907493591,vgg16,cifar,vgg16cifar,0,NO,NO,2.625,189.109375,7.875,0.000121,133.984375,0.001799,6e-05,0.001799,6e-05,14.0,0.007931,0.375977,32.0,0.285714
ReFAM_new2_sta4_j7_k2,0.10010000318288803,resnet34,cifar,resnet34cifar,2,NO,NO,1000.0,84058.0,1092.0,0.227566,89872.0,1.106934,0.569503,1.106934,0.569503,3000.0,1.339704,0.992203,5000.0,2.0
ReFAM_new1_sta2_j1_k8,0.09799999743700027,vgg16,mnist,vgg16mnist,2,NO,YES,200.25,84058.0,275.664307,0.004239,70608.190044,10000.0,20000.0,10000.0,20000.0,382.882489,10000.0,0.988983,1022.0,10220000000.0
mul8_202,0.10050000250339508,resnet18,cifar,resnet18cifar,2,NO,NO,126.46875,28151.452148,159.633179,0.002455,18663.04513,0.043629,0.016329,0.043629,0.016329,210.109012,0.135028,0.978027,1021.0,1.0625
mul8_340,0.9891999959945679,vgg16,mnist,vgg16mnist,0,NO,NO,2.601563,80.450623,4.917969,7.6e-05,63.032333,0.001974,0.000252,0.001974,0.000252,9.339098,0.015998,0.515137,48.0,1.0
mul8_008,0.10249999910593033,resnet18,cifar,resnet18cifar,2,NO,NO,194.335938,84058.0,639.436493,0.009834,89872.0,0.097821,0.025674,0.097821,0.025674,842.476931,0.187733,0.990753,3143.0,2.53125
mul8_150,0.10400000214576721,resnet18,cifar,resnet18cifar,2,NO,NO,84.242188,6984.621033,88.170044,0.001356,6307.410538,0.024168,0.006152,0.024168,0.006152,118.664937,0.082073,0.955994,529.0,1.0
ReFAM_sta1_j2_k5_const0,0.11349999904632568,resnet18,mnist,resnet18mnist,2,YES,NO,94.0,5844.5,94.0,0.001446,5844.5,0.026342,0.00796,0.026342,0.00796,121.163113,0.093026,0.862305,376.0,1.0
mul8_436,0.10830000042915344,resnet18,mnist,resnet18mnist,2,NO,NO,29.40625,84058.0,373.762024,0.005748,89872.0,0.051121,0.014579,0.051121,0.014579,698.919321,0.131118,0.883804,2448.0,1.0
ReFAM_new_sta3_j6_k2,0.13339999318122864,resnet34,cifar,resnet34cifar,2,NO,NO,27.09375,4549.678711,46.253906,0.000711,3144.326157,0.009508,0.001051,0.009508,0.001051,72.689408,0.03378,0.507965,288.0,0.473373
mul8_225,0.11349999904632568,resnet34,mnist,resnet34mnist,2,NO,NO,193.009766,84058.0,268.750946,0.004133,55975.153609,0.05877,0.022239,0.05877,0.022239,358.053382,0.16029,0.984299,1644.0,1.0
ReFAM_new1_sta2_j2_k7,0.10090000182390213,resnet34,mnist,resnet34mnist,2,NO,YES,198.75,84058.0,274.486084,0.004221,70601.389699,10000.0,20000.0,10000.0,20000.0,382.026177,10000.0,0.969925,1020.0,10200000000.0
mul8_463,0.6521000266075134,vgg16,cifar,vgg16cifar,1,YES,NO,12.0,1040.0,12.0,0.000185,1040.0,0.002404,0.000244,0.002404,0.000244,34.409301,0.015819,0.289063,144.0,1.0
mul8_136,0.010700000450015068,resnet34,cifar100,resnet34cifar100,2,NO,NO,39.546875,20078.044678,78.816406,0.001212,15429.974106,0.014879,0.007916,0.014879,0.007916,147.112202,0.09021,0.308762,640.0,3.938462
mul8_463,0.1476999968290329,resnet18,cifar,resnet18cifar,2,YES,NO,12.0,1040.0,12.0,0.000185,1040.0,0.002404,0.000244,0.002404,0.000244,34.409301,0.015819,0.289063,144.0,1.0
mul8_083,0.3659000098705292,resnet34,cifar,resnet34cifar,2,NO,NO,9.75,171.4375,11.84375,0.000182,126.225586,0.005074,0.001056,0.005074,0.001056,16.324828,0.032896,0.742188,50.0,1.0
mul8_128,0.09780000150203705,resnet18,cifar,resnet18cifar,2,NO,NO,36.773438,84058.0,617.221558,0.009492,89872.0,0.091058,0.026079,0.091058,0.026079,852.345005,0.185394,0.990829,3043.0,3.0
mul8_122,0.1023000031709671,resnet34,cifar,resnet34cifar,2,NO,NO,42.831055,84058.0,579.884552,0.008918,89872.0,0.083171,0.022304,0.083171,0.022304,803.863864,0.170942,0.991165,2887.0,3.0
mul8_328,0.1096000000834465,resnet34,mnist,resnet34mnist,2,NO,NO,150.210938,84058.0,624.46875,0.009604,89872.0,0.099976,0.033447,0.099976,0.033447,824.559624,0.208427,0.989838,2911.0,7.0
mul8_053,0.28119999170303345,vgg16,mnist,vgg16mnist,2,NO,NO,32.359375,84058.0,325.854584,0.005011,86341.43088,0.063463,0.018978,0.063463,0.018978,438.77402,0.151674,0.96843,1257.0,8.0
ReFAM_new2_sta2_j3_k2,0.09309999644756317,resnet34,mnist,resnet34mnist,2,YES,NO,17.5,297.75,17.5,0.000269,297.75,0.009661,0.005011,0.009661,0.005011,24.576411,0.071443,0.699219,56.0,2.0
ReFAM_new1_sta3_j5_k1,0.7016000151634216,vgg16,mnist,vgg16mnist,2,NO,YES,33.125,1156.734375,33.59375,0.000517,1125.459961,10000.0,20000.0,10000.0,20000.0,47.47631,10000.0,0.596191,96.0,960000000.0
ReFAM_new1_sta3_j5_k1,0.10320000350475311,resnet18,mnist,resnet18mnist,2,NO,YES,33.125,1156.734375,33.59375,0.000517,1125.459961,10000.0,20000.0,10000.0,20000.0,47.47631,10000.0,0.596191,96.0,960000000.0
mul8_214,0.11330000311136246,resnet18,cifar,resnet18cifar,2,NO,NO,73.8125,36451.339844,158.847839,0.002443,16666.988932,0.047236,0.017483,0.047236,0.017483,204.693979,0.140409,0.984772,877.0,2.0
mul8_355,0.09830000251531601,resnet18,cifar,resnet18cifar,2,NO,NO,330.703613,84058.0,339.036224,0.005214,89872.0,0.07019,0.024247,0.07019,0.024247,465.637409,0.170802,0.985168,2275.0,2.0
mul8_196,0.44179999828338623,vgg16,cifar,vgg16cifar,2,NO,NO,23.28125,1144.264648,28.765381,0.000442,858.834114,0.010168,0.002519,0.010168,0.002519,41.064355,0.051212,0.91272,226.0,2.0
ReFAM_new2_sta4_j7_k1,0.10000000149011612,resnet18,cifar,resnet18cifar,2,NO,NO,1000.0,84058.0,1092.0,0.227566,89872.0,1.106934,0.569503,1.106934,0.569503,3000.0,1.339704,0.992203,5000.0,2.0
ReFAM_sta1_j4_k2_const0,0.11500000208616257,resnet18,cifar,resnet18cifar,2,YES,NO,42.0,1284.0,42.0,0.000646,1284.0,0.01349,0.003094,0.01349,0.003094,55.208695,0.057238,0.804688,168.0,1.0
mul8_205,0.10980000346899033,resnet18,mnist,resnet18mnist,2,NO,NO,79.960938,84058.0,588.624847,0.009052,89872.0,0.083873,0.022183,0.083873,0.022183,806.951751,0.170932,0.990646,2790.0,3.0
ReFAM_sta1_j5_k2_const0,0.11349999904632568,resnet18,mnist,resnet18mnist,2,YES,NO,84.0,5136.0,84.0,0.001292,5136.0,0.021758,0.005602,0.021758,0.005602,110.41739,0.077947,0.804688,336.0,1.0
mul8_027,0.9308000206947327,resnet34,cifar,resnet34cifar,0,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mul8_426,0.11349999904632568,resnet18,mnist,resnet18mnist,2,NO,NO,166.62915,31894.554121,175.773499,0.002703,28763.505094,0.039877,0.011453,0.039877,0.011453,244.253614,0.114209,0.972748,1120.0,1.0
